"","year","company","category","ac_recv","ac_recv_to_Sales","ta","tl","az_score","debt_equity","fixedAsset_ta","gross_margin","roe","inv_to_sales","sales","ppe_ta","sales_ta","int_earned","total_accruals_ta","td_ta","m_score","mfraud","fraud","benford","bfp1","bfp2","bfc"
"17",12,"AB11","constructioncontractinghousing",9.81,0.0910778943459289,294.87,219.54,1.40908887156678,2.27622742874198,0.0282497371723132,1,0.160722280256678,1.44341286788599,107.71,0.0282497371723132,0.365279614745481,4.49769585253456,0.000305219249160647,0.517278800827483,-3.41187057980632,FALSE,"no",TRUE,0.0257407043415518,0.84287346050049,0.912904143961952
"18",12,"ABC","transportlogistics",63.38,0.245468628969791,248.88,129.81,1.76272610432709,1.91119084996636,0.299300867888139,1,0.108993047768558,0.0028272656855151,258.2,0.299300867888139,1.03744776599164,1.7260162601626,-0.105070716811315,0.342414014786242,-3.32782974730757,FALSE,"no",FALSE,0.704779969596503,0.0117413384591836,0.00979747086241434
"19",12,"ABC02","bearings",23.82,0.135687838222729,314.3,91.15,2.16852456450952,-0.237939971574283,0.329494113903913,0.405924238108801,0.128250146308837,0.249159783537454,175.55,0.329494113903913,0.558542793509386,21.4166666666667,-0.00413617562838053,-0.0905504295259306,-2.95942628292952,FALSE,"no",TRUE,0.00132955528126599,0.918354156347377,0.968528845347126
"20",12,"ABC07","paper",19.98,0.0533882000855066,570.86,260.63,1.0508830941389,3.04767821090231,0.431121465858529,0.66518811457888,0.0577729461096444,0.0875374091492091,374.24,0.431121465858529,0.655572294432961,1.29855670103093,-0.0697018533440774,0.343762043233017,-3.12685381779101,FALSE,"no",TRUE,0.0263301209568901,0.00154417880794189,0.00241257702444764
"21",12,"ABG02","engineering",50.32,0.354815963897899,948.11,341.73,1.08133622195631,0.441533788914199,0.389543407410533,1,0.0467392221378554,0,141.82,0.389543407410533,0.149581799580217,1.47823924396916,-0.0724915885287572,0.110398582442965,-3.29846267715001,FALSE,"no",FALSE,0.388292062293209,0.607257833429458,0.647891625283333
"22",12,"ABM","computerssoftwaremediumsmall",20.36,0.21968062149331,64.28,13.48,6.40456002208439,-0.721602643535729,0.0371810827629123,1,0.313919867823214,0,92.68,0.0371810827629123,1.44181705040448,87.1428571428572,0.264156813939017,-0.543559427504667,-1.00649473414295,TRUE,"no",TRUE,0.0510491764600745,0.295486281465755,0.459561218045485
"23",12,"AC08","chemicals",31.78,0.270813804857265,208.23,187.61,0.457177960477341,8.13388510223953,0.000384190558517024,1,0.0180136319376826,0.283681295270558,117.35,0.000384190558517024,0.56355952552466,1.10393258426966,-0.148249531767757,0.802333957642991,-3.7984341561596,FALSE,"no",FALSE,0.0119562285247181,7.33002327873988e-05,0.000222459035923994
"24",12,"AC20","vanaspatioils",1.15,0.0224084177708496,168.21,25.05,5.74251664176552,-0.812162567486503,0.0583199571963617,0.410366328916602,0.712957408518296,0.296375681995323,51.32,0.0583199571963617,0.305094821948755,33.2540983606557,0.3066405088877,-0.643897509066048,-0.845525872183722,TRUE,"no",FALSE,0.0764232046900252,0.0039044313512886,0.00386516258070924
"25",12,"AC24","constructioncontractingrealestate",103.82,0.39440793222657,2224.58,886.48,0.905432190292007,11.1869672807259,0.0133328538420736,1,0.54784162771515,2.65702997378718,263.23,0.0133328538420736,0.118327954040763,1.05759031856202,-0.0853824092637711,0.365794891619991,-3.33973852799257,FALSE,"no",FALSE,0.428690934546452,0.946348323050283,0.973225361861688
"26",12,"ACE3","engineeringheavy",85.55,0.100935615937327,815.52,285.97,2.41504487517766,-0.0391761583173738,0.2843952324897,0.283481010418019,0.0956556798709807,0.160175560720648,847.57,0.2843952324897,1.03930007847754,7.56462585034014,0.0268785560133412,-0.0142976260545418,-2.68413050210808,FALSE,"no",FALSE,0.00139574397895714,0.00641946523882786,0.00546864226072041
"27",12,"ACG","autoancillaries",65.61,0.207311678463094,323.98,108.47,3.39005362257326,-0.315214646464646,0.176214581146984,0.308961071789687,0.156755050505051,0.0797838725985844,316.48,0.176214581146984,0.976850422865609,349.071428571428,0.0613309463547133,-0.154114451509352,-3.01338459728536,FALSE,"no",FALSE,0.25461814418058,0.958409943926485,0.984618741924106
"28",12,"ACI08","miscellaneous",148.88,0.170775071978343,552.5,331.71,2.31507136470867,1.64880619659826,0.172941176470588,0.23548102180571,0.0282679869040965,0.130226315970589,871.79,0.172941176470588,1.57790045248869,1.3360739979445,-0.00360180995475113,0.373719457013575,-3.16373170196942,FALSE,"no",FALSE,0.268776448318651,0.000786506268018683,0.000838929338123351
"29",12,"ACL06","miningminerals",8.92,0.233202614379085,75.5,26.1,1.33033085940473,1.34712230215827,0.172715231788079,0.317908496732026,0.0431654676258993,0.713725490196078,38.25,0.172715231788079,0.506622516556291,1.53211009174312,-0.128741721854305,0.19841059602649,-4.15913169156674,FALSE,"no",FALSE,0.69663200967858,0.0414248438731226,0.0414095288436513
"30",12,"ACM04","textilesspinningcottonblended",10.53,0.0280150051879639,748.18,242.17,1.6216062676169,0.236255041094492,0.414499184688177,0.366243648069811,0.121905150849967,0.220076090137548,375.87,0.414499184688177,0.502379106632094,3.04969574036511,-0.138001550429041,0.0618567724344409,-3.23529990316461,FALSE,"no",FALSE,0.0447467549833184,0.415093624014882,0.49252221864044
"31",12,"ACM05","miscellaneous",0,0,109.39,15.74,2.39324532393045,-0.668142525827535,0.422524910869366,1,-0.0113851992409867,0,1.57,0.422524910869366,0.0143523173964713,0.561290322580645,-0.0106042599872018,-0.289697412926227,-2.32022049187941,FALSE,"no",FALSE,0.0113248351041808,0.0755831799400442,0.0846543962471928
"32",12,"AD01","pharmaceuticals",29.76,0.129537738312875,278.3,127.28,1.77686394579824,0.684489147697195,0.271146245059289,0.700531035083137,0.100979354155638,0.175198049969531,229.74,0.271146245059289,0.825512037369745,5.31686046511628,0.0138699245418613,0.185842615882142,-2.99088280428202,FALSE,"no",FALSE,0.248437759137645,0.0913588245512531,0.107193097123482
"33",12,"AD03","foodprocessing",27.29,0.238674129788351,451.2,188.59,0.871771333374418,1.20084023806745,0.392109929078014,0.189784852195207,0.0598669623059867,0.294210250131188,114.34,0.392109929078014,0.253413120567376,4.97959183673469,-0.0487145390070922,0.228058510638298,-3.16676190454099,FALSE,"no",TRUE,0.135426599326052,0.706767997089016,0.866027010367061
"34",12,"AD04","miscellaneous",24.77,0.882751247327156,765.49,344.77,1.74213813384822,-0.174282703453561,0.00414113835582437,1,-0.00287397614599799,0,28.06,0.00414113835582437,0.0366562593894107,0.970991320237551,0.322277234189865,-0.0950632927928517,-4.78740341632419,FALSE,"no",FALSE,0.056446231044084,0.24368959449355,0.426446902850027
"35",12,"ADE","textilesdenim",134.62,0.208103386974602,1097.1,490.3,1.25743762012483,1.28269472508031,0.357314738856987,0.313299015288534,0.0653196145071931,0.19086707168143,646.89,0.357314738856987,0.589636313918512,1.82450421081228,-0.0247470604320481,0.251125695014128,-2.7897844163551,FALSE,"no",FALSE,0.243657510463482,0.225067408499045,0.247783432693539
"36",12,"ADP","pharmaceuticals",47.8,0.366339668914776,91.65,54.03,2.48514440828624,0.646754038402926,0.0525913802509547,1,0.00853398354160317,0.0622317596566524,130.48,0.0525913802509547,1.42367703218767,1.72,0.102454991816694,0.231533006001091,-2.37801451563343,FALSE,"no",FALSE,0.00190077925305032,0.052501897905595,0.0817943636252076
"37",12,"ADS01","computerssoftwaremediumsmall",216.86,0.534519730842227,1109.71,142.27,4.47052228568012,-0.793025691757107,0.252372241396401,1,0.00858331636067386,0.0914692760839023,405.71,0.252372241396401,0.365600021627272,2.43841463414634,-0.0288183399266475,-0.491218426435735,-3.34707667689039,FALSE,"no",FALSE,0.777158805475652,0.0213388538366689,0.021569780785695
"38",12,"AE10","engineering",41.75,0.695717380436594,96.29,100.14,-0.252553620009357,-7.26658322903629,0.125869768407934,0.831194800866522,0.832290362953692,0.161806365605732,60.01,0.125869768407934,0.623221518330045,-1.46408839779006,-0.101464326513657,1.20594038841001,-4.45686402796495,FALSE,"no",FALSE,0.0863055473187226,0.0238678429000566,0.0418505266198577
"39",12,"AEC04","bearings",18.17,0.182999294994461,98.13,33.64,3.42844812875928,-0.328006392329205,0.147049831855702,0.628965656158727,0.127247303236117,0.431261959915399,99.29,0.147049831855702,1.01182105370427,11.8018018018018,0.0717415673086722,-0.167329053296647,-2.75820310241611,FALSE,"no",FALSE,0.311172305779085,0.519023458343456,0.581214545123046
"40",12,"AF09","textilesweaving",59.85,0.242425469863902,131.55,92.17,2.61130426004169,2.94394522892597,0.121702774610414,0.287386584575502,0.0132648694908002,0.132736552171095,246.88,0.121702774610414,1.87670087419232,1.07046979865772,-0.00912200684150513,0.522995058912961,-3.59216924643746,FALSE,"no",TRUE,0.366170974856159,0.806111916205907,0.920016752348315
"41",12,"AF13","textilesmanmade",3.14,0.134073441502989,35.32,21.32,0.115399708693925,33.9508196721311,0.378822197055493,0.296754910333049,-9.85245901639342,0.051665243381725,23.42,0.378822197055493,0.663080407701019,-0.664804469273743,-0.00226500566251416,0.586353340883352,-3.29760610951465,FALSE,"no",FALSE,0.0104096484414915,0.0347769979847393,0.106901968608007
"42",12,"AF18","fertilisers",1.15,0.0204991087344028,17.95,7.14,4.88251543737272,-0.00418410041841008,0.202228412256267,0.294830659536542,0.200836820083682,0.114438502673797,56.1,0.202228412256267,3.12534818941504,2.60606060606061,0.052924791086351,-0.00167130919220057,-2.47343862181651,FALSE,"yes",FALSE,0.742908996812073,0.381529318238052,0.441603550666565
"43",12,"AF22","electrodesgraphite",20.44,0.129711892372128,120.46,38.75,4.52865461858574,-0.396605418872625,0.145193425203387,0.761454499301942,0.293210837745251,0.127363878664805,157.58,0.145193425203387,1.30815208367923,948.25,0.139714428025901,-0.211439481985721,-2.42973654366957,FALSE,"no",FALSE,0.641989323915998,0.4343295128665,0.467045238518668
"44",12,"AF29","computerssoftwaremediumsmall",136,0.327103927652308,362.1,226.56,2.0170440618286,1.44506799050291,0.118447942557305,0.986290497149866,0.101338225771638,0.0939221204031075,415.77,0.118447942557305,1.14821872410936,1.7783595113438,0.0286384976525822,0.369787351560342,-2.80833477416446,FALSE,"no",FALSE,0.017139763013415,3.79897598246082e-05,3.01000078850588e-05
"45",12,"AF30","foodprocessing",26.87,0.252158408408408,211.37,35.47,4.08082830083532,-0.723085330626903,0.212376401570705,0.522522522522523,0.0907955343898821,0.164132882882883,106.56,0.212376401570705,0.504139660311302,19.3790322580645,0.0239390642002176,-0.43818895775181,-3.19990404563493,FALSE,"no",FALSE,0.137468837648177,0.900923918262944,0.923464865066759
"46",12,"AFL","constructioncontractingrealestate",0,0,9.19,1.6,4.67534276387378,-0.779005524861878,0.0391730141458107,1,0.0400552486187845,1.02040816326531,2.45,0.0391730141458107,0.266594124047878,5.23076923076923,0.0282916213275299,-0.613710554951034,-2.85856247471377,FALSE,"no",TRUE,0.0517516857719792,0.854113809221862,0.979469640919945
"47",12,"AFT02","textilesgeneral",26.14,0.315853069115515,166.92,76.6,1.2909491815782,1.21707670043415,0.33411214953271,0.530086998550024,0.101302460202605,0.298695021749637,82.76,0.33411214953271,0.495806374311047,1.85425685425685,-0.0458902468248263,0.251917086029236,-3.2006026393893,FALSE,"no",FALSE,0.240462267329997,0.177492606587534,0.159940387214295
"48",12,"AGC","computerssoftware",267,0.429951690821256,643.8,363.2,2.57981434229308,0.385730637161389,0.028735632183908,0.96183574879227,0.0621900038153377,0.11207729468599,621,0.028735632183908,0.964585274930103,7.76190476190476,0.0792171481826654,0.157036346691519,-2.52796563014806,FALSE,"no",FALSE,0.254318168341496,0.0146062542571125,0.015015693206056
"49",12,"AGI01","ceramicsgranite",56.18,0.352867282205892,303.8,107.76,2.02205592348442,-0.0422184694693805,0.274950625411455,0.397462470950317,0.0780375077770865,0.419006343822624,159.21,0.274950625411455,0.524061882817643,4.50819672131148,0.0299868334430546,-0.0156352863726136,-2.91984081662093,FALSE,"no",TRUE,0.0617114089022297,0.423633380129646,0.428770131165306
"50",12,"AGI04","ceramicsgranite",129.56,0.208105112678092,723.4,298.8,2.19834094503533,0.247182569496619,0.255750622062483,0.52769969641968,0.0753401786459638,0.256228215301091,622.57,0.255750622062483,0.86061653303843,2.76756756756757,0.0341028476638098,0.081863422726016,-2.87866019458165,FALSE,"no",TRUE,0.121844778768831,0.00246988169045614,0.00267750489992413
"51",12,"AH","hotels",11.64,0.0515591778880227,1766.58,919.84,1.38502007430942,0.0863567649281935,0,1,0.0421154572940287,0.0245836286321758,225.76,0,0.127794948431432,2.56332622601279,-0.0555310260503345,0.0413907097329303,-2.86068022812711,FALSE,"no",FALSE,0.102289619870335,0.442223233782573,0.487139498628464
"52",12,"AH07","constructioncontractinghousing",1.57,0.00720183486238532,355.51,73.08,4.76261713612106,-0.694328258323574,0.121937498241962,1,0.28714237911996,0.258623853211009,218,0.121937498241962,0.613203566706984,35.306338028169,0.100587887823127,-0.466934826024584,-2.07608233412812,TRUE,"no",FALSE,0.658651742185618,0.559193770160556,0.644323705359792
"53",12,"AHC","constructioncontractinghousing",120.89,0.302217444563886,1286.98,904.59,1.55643558935975,1.66008939598894,0.0328987241448974,1,0.0963065341410339,2.1190470238244,400.01,0.0328987241448974,0.310812910845545,2.93006993006993,0.033349391598937,0.438647065222459,-3.01239166384144,FALSE,"no",FALSE,0.477886061362253,0.319891476878614,0.387071925239116
"54",12,"AHC01","pharmaceuticals",10.98,0.0954616588419405,155.74,39.94,3.76392355343083,-0.599237407184427,0.104597405932965,0.637628238567206,0.127533614288581,0.0687706485828552,115.02,0.104597405932965,0.738538589957622,9.54612546125461,0.0268396044689868,-0.383459612174136,-2.56892020190557,FALSE,"no",FALSE,0.357384593296322,0.941506971266412,0.957915615709661
"55",12,"AHD","constructioncontractinghousing",35.07,1.88042895442359,142.21,79.37,1.42133631859189,0.520206856923961,0.0748892482947753,0.2171581769437,0.0168550086190385,3.04664879356568,18.65,0.0748892482947753,0.131144082694607,2.33333333333333,0.092679839673722,0.190985162787427,-2.67831080165837,FALSE,"no",TRUE,0.0310193486355449,0.441427409099761,0.557374988244434
"56",12,"AHR","hotels",1.89,0.0579399141630901,108.04,27.88,1.36276348390017,-0.100935182199291,0.455016660496113,1,0.072234762979684,0.0435315757204169,32.62,0.455016660496113,0.301925212884117,3.46739130434783,-0.042761940022214,-0.0289707515734913,-3.17182387934814,FALSE,"no",FALSE,0.190868668133023,0.356489483151717,0.423709409379072
"57",12,"AHW","hotels",6.13,0.0470308424121528,755.02,175.92,1.8566198471907,-0.399139285470319,0.379234987152658,1,0.0453241341621696,0.0257020101273592,130.34,0.379234987152658,0.172631188577786,2.41205752212389,-0.0442107493841223,-0.154777356891208,-3.07860431738484,FALSE,"no",FALSE,0.78237671600326,0.596877042324469,0.611611491855028
"58",12,"AI","miscellaneous",45.32,0.265541688638894,264.71,103.87,2.08121769559162,-0.0174990541051834,0.208152317630615,0.447823284701471,0.00860764283011729,0.455264545614344,170.67,0.208152317630615,0.644743303993049,1.10096510764662,-0.0055154697593593,-0.0069887801745306,-2.95162466627896,FALSE,"no",FALSE,0.165949865219376,0.0147365578986133,0.0155719719727716
"59",12,"AI03","constructioncontractingcivil",0.16,0.0586080586080586,18.21,4.25,2.4720742643021,-0.533479692645445,0.266337177375069,0.487179487179487,-0.00768386388583974,0.531135531135531,2.73,0.266337177375069,0.149917627677101,-8.5,-0.0307523338824822,-0.266886326194399,-2.93082635363234,FALSE,"no",FALSE,0.233533620099391,0.332023025347974,0.408767323557359
"60",12,"AI04","plastics",14.86,0.244207066557108,79.05,30.02,2.1936781015903,0.0694691841824011,0.265148640101202,0.665078060805259,0.140363377271108,0.171733771569433,60.85,0.265148640101202,0.769765970904491,4.15094339622642,-0.0258064516129032,0.0246679316888045,-3.04816791825417,FALSE,"no",FALSE,0.424896139562032,0.8426814226107,0.865340701387558
"61",12,"AI10","oildrillingandexploration",12.48,0.494649227110583,72.6,8.9,4.04566944160708,-0.804051078819903,0.251515151515152,1,-0.112065169528842,0.00871977804201348,25.23,0.251515151515152,0.347520661157025,-10.7307692307692,-0.240220385674931,-0.503030303030303,-3.74732119389869,FALSE,"no",FALSE,0.0175249990101839,0.0909593166978979,0.13759276566604
"62",12,"AI12","textilesgeneral",133.42,0.206910455631029,1682.63,1269.55,-0.407747007207657,-8.23844004789327,0.34972632129464,0.130160354827704,1.58218826614972,0.469479854843212,644.82,0.34972632129464,0.383221504430564,-1.72531933854837,-0.193762146164041,0.858738997878321,-3.64059377433853,FALSE,"no",FALSE,6.88153332305541e-05,0.00747762622897485,0.00323828368933043
"63",12,"AI19","computerssoftwaremediumsmall",0.98,0.0859649122807017,21.46,5.75,3.03451647149398,-0.450286806883365,0.244641192917055,1,0.211281070745698,0,11.4,0.244641192917055,0.531220876048462,19.2916666666667,-0.0205032618825722,-0.219478098788444,-3.2972159746699,FALSE,"no",FALSE,0.070462956727386,0.9652317773103,0.996977872102393
"64",12,"AI22","textilesprocessing",4.9,0.2234382124943,47.96,17.41,1.31561413745132,0.40290088638195,0.378231859883236,0.703602371181031,0.0298146655922643,0.171454628362973,21.93,0.378231859883236,0.457256046705588,0.80379746835443,-0.079441201000834,0.104253544620517,-3.53895386159761,FALSE,"no",FALSE,0.124826979566007,0.534299110433329,0.652561515386805
"65",12,"AI25","steelrolling",42.9,0.157384987893462,107.9,78.26,3.28385417222173,3.26020685900925,0.104448563484708,0.203499889940568,0.1295590636908,0.0493799985325409,272.58,0.104448563484708,2.52622798887859,1.80968858131488,0.0465245597775718,0.555050973123262,-3.08954913979869,FALSE,"no",TRUE,0.16075162245127,0.189138219518691,0.28300960335842
"66",12,"AI28","computerssoftware",16.47,0.327305246422893,69.68,39.1,1.6759139508047,2.45406360424028,0.276693455797933,0.503378378378378,0.437279151943463,0.0204689984101749,50.32,0.276693455797933,0.722158438576349,4.65168539325843,0.108783008036739,0.398679678530425,-2.12915615488622,TRUE,"no",FALSE,0.134570050624175,0.00434897222081043,0.00700845846158615
"67",12,"AI29","dyespigments",7.14,0.147004323656578,56.25,26.28,1.13216971445967,0.953903345724907,0.293866666666667,0.24212476837554,-0.289219330855019,0.0957381099444101,48.57,0.293866666666667,0.863466666666667,-1.88607594936709,-0.056,0.228088888888889,-3.67411198735362,FALSE,"no",FALSE,0.0245297409197083,0.21470517390157,0.202408573188229
"68",12,"AI31","autoancillaries",1.08,0.00960768614891914,89.89,39.23,2.20424248826284,0.264667956157318,0.218489264656803,0.444266524330576,0.0164410058027079,0.111822791566587,112.41,0.218489264656803,1.25052842362888,1.62357414448669,-0.00723106018467015,0.0913338524863723,-3.04464092057126,FALSE,"no",FALSE,0.266479953952456,0.0382911941710017,0.0346159470535061
"69",12,"AI32","autoancillaries",2.03,0.26605504587156,10.05,6.65,0.780766251449519,9.390625,0.274626865671642,0.597640891218873,1.6875,0.150720838794233,7.63,0.274626865671642,0.759203980099503,20,-0.0208955223880597,0.598009950248756,-2.64786487808826,FALSE,"no",FALSE,0.00582152773401579,0.0316949001073348,0.0511040421318085
"70",12,"AI36","steelspongeiron",20.54,0.13365434669443,71.42,44.09,3.15139006254804,1.11971153846154,0.0912909549145897,0.489068193649141,0.0230769230769231,0.193844351900052,153.68,0.0912909549145897,2.15177821338561,1.33103448275862,0.185522262671521,0.326099131895828,-2.11501903854862,TRUE,"no",FALSE,0.13922091936427,0.702614588915943,0.828787174809393
"71",12,"AI43","constructioncontractingcivil",0.95,3.65384615384615,29.38,21.28,0.758568541844741,2.51155115511551,0.0690946221919673,1,0.0033003300330033,79.7692307692308,0.26,0.0690946221919673,0.00884955752212389,1.08988764044944,0.186521443158611,0.518039482641253,-31.3882301243723,FALSE,"no",FALSE,0.00880841184267067,0.0871022226395224,0.231256822260955
"72",12,"AI58","rubber",44.77,0.176363994484932,205.7,96.93,2.72712490770996,0.389279059767808,0.189596499756928,0.237541855426433,0.164253977354164,0.0532597990939531,253.85,0.189596499756928,1.23407875546913,6.31658291457286,0.0433155080213904,0.132036947010209,-2.7540985397275,FALSE,"no",FALSE,0.443076716084119,0.995119419387505,0.998159186929813
"73",12,"AI59","autoancillaries",39.69,0.0750751886810298,860.56,341.93,1.47818874145373,0.478872021106354,0.333980198940225,0.176613010006242,0.144760174732927,0.156033064104262,528.67,0.333980198940225,0.61433252765641,1.74455375966268,0.0223923956493446,0.128660407176722,-2.73992826686831,FALSE,"no",FALSE,0.2314354568598,0.66284324585372,0.667557579123042
"74",12,"AI61","plastics",27.41,0.196417054819061,101.5,47.09,2.27864843874061,0.735716918540361,0.268965517241379,0.178430670010749,0.0383339476594176,0.108993192404156,139.55,0.268965517241379,1.37487684729064,1.38493723849372,-0.112216748768473,0.196650246305419,-3.45344582368489,FALSE,"no",FALSE,0.0325288149452426,0.780977914917351,0.909140916835353
"75",12,"AI62","engineering",12.7,0.213876726170428,58.64,25.12,2.40051337101694,0.186584789796882,0.180081855388813,0.378410239137757,0.142654700047237,0.203435500168407,59.38,0.180081855388813,1.01261937244202,7.43478260869565,-0.00630968622100955,0.0673601637107776,-3.06535665262168,FALSE,"no",FALSE,0.0125701771823394,0.0068871652302569,0.010186261782472
"76",12,"AI67","steelmediumsmall",86.23,0.243759717314488,334.85,181.4,2.0272560085898,1.22249448664543,0.214543825593549,0.178402826855124,0.072041166380789,0.138318021201413,353.75,0.214543825593549,1.05644318351501,1.5122470713525,0.039420636105719,0.297984172017321,-3.43475595180766,FALSE,"no",FALSE,0.307176274209783,0.477564202047411,0.533906895213358
